Raise Dead|Fourth Edition|4|2123
Royal Assassin|Fourth Edition|4|2124
Scathe Zombies|Fourth Edition|4|2125
Scavenging Ghoul|Fourth Edition|4|2126
Sengir Vampire|Fourth Edition|4|2127
Simulacrum|Fourth Edition|4|2128
Sorceress Queen|Fourth Edition|4|2129
Spirit Shackle|Fourth Edition|4|2130
Terror|Fourth Edition|4|2131
Uncle Istvan|Fourth Edition|4|2132
Unholy Strength|Fourth Edition|4|2133
Vampire Bats|Fourth Edition|4|2134
Wall of Bone|Fourth Edition|4|2135
Warp Artifact|Fourth Edition|4|2136
Weakness|Fourth Edition|4|2137
Will-o'-the-Wisp|Fourth Edition|4|2138
Word of Binding|Fourth Edition|4|2139
Xenic Poltergeist|Fourth Edition|4|2140
Zombie Master|Fourth Edition|4|2141
Air Elemental|Fourth Edition|4|2142
Animate Artifact|Fourth Edition|4|2143
Apprentice Wizard|Fourth Edition|4|2144
Backfire|Fourth Edition|4|2145
Blue Elemental Blast|Fourth Edition|4|2146
Control Magic|Fourth Edition|4|2147
Counterspell|Fourth Edition|4|2148
Creature Bond|Fourth Edition|4|2149
Drain Power|Fourth Edition|4|2150
Energy Flux|Fourth Edition|4|2151
Energy Tap|Fourth Edition|4|2152
Erosion|Fourth Edition|4|2153
Feedback|Fourth Edition|4|2154
Flight|Fourth Edition|4|2155
Flood|Fourth Edition|4|2156
Gaseous Form|Fourth Edition|4|2157
Ghost Ship|Fourth Edition|4|2158
Giant Tortoise|Fourth Edition|4|2159
Hurkyl's Recall|Fourth Edition|4|2160
Island Fish Jasconius|Fourth Edition|4|2161
Jump|Fourth Edition|4|2162
Leviathan|Fourth Edition|4|2163
Lifetap|Fourth Edition|4|2164
Lord of Atlantis|Fourth Edition|4|2165
Magical Hack|Fourth Edition|4|2166
Mahamoti Djinn|Fourth Edition|4|2167
Mana Short|Fourth Edition|4|2168
Merfolk of the Pearl Trident|Fourth Edition|4|2169
Mind Bomb|Fourth Edition|4|2170
Phantasmal Forces|Fourth Edition|4|2171
Phantasmal Terrain|Fourth Edition|4|2172
Phantom Monster|Fourth Edition|4|2173
Pirate Ship|Fourth Edition|4|2174
Power Leak|Fourth Edition|4|2175
Power Sink|Fourth Edition|4|2176
Prodigal Sorcerer|Fourth Edition|4|2177
Psionic Entity|Fourth Edition|4|2178
Psychic Venom|Fourth Edition|4|2179
Relic Bind|Fourth Edition|4|2180
Sea Serpent|Fourth Edition|4|2181
Segovian Leviathan|Fourth Edition|4|2182
Sindbad|Fourth Edition|4|2183
Siren's Call|Fourth Edition|4|2184
Sleight of Mind|Fourth Edition|4|2185
Spell Blast|Fourth Edition|4|2186
Stasis|Fourth Edition|4|2187
Steal Artifact|Fourth Edition|4|2188
Sunken City|Fourth Edition|4|2189
Thoughtlace|Fourth Edition|4|2190
Time Elemental|Fourth Edition|4|2191
Twiddle|Fourth Edition|4|2192
Unstable Mutation|Fourth Edition|4|2193
Unsummon|Fourth Edition|4|2194
Volcanic Eruption|Fourth Edition|4|2195
Wall of Air|Fourth Edition|4|2196
Wall of Water|Fourth Edition|4|2197
Water Elemental|Fourth Edition|4|2198
Zephyr Falcon|Fourth Edition|4|2199
Aspect of Wolf|Fourth Edition|4|2200
Birds of Paradise|Fourth Edition|4|2201
Carnivorous Plant|Fourth Edition|4|2202
Channel|Fourth Edition|4|2203
Cockatrice|Fourth Edition|4|2204
Craw Wurm|Fourth Edition|4|2205
Crumble|Fourth Edition|4|2206
Desert Twister|Fourth Edition|4|2207
Durkwood Boars|Fourth Edition|4|2208
Elven Riders|Fourth Edition|4|2209
Elvish Archers|Fourth Edition|4|2210
Fog|Fourth Edition|4|2211
Force of Nature|Fourth Edition|4|2212
Fungusaur|Fourth Edition|4|2213
Gaea's Liege|Fourth Edition|4|2214
Giant Growth|Fourth Edition|4|2215
Giant Spider|Fourth Edition|4|2216
Grizzly Bears|Fourth Edition|4|2217
Hurricane|Fourth Edition|4|2218
Instill Energy|Fourth Edition|4|2219
Ironroot Treefolk|Fourth Edition|4|2220
Killer Bees|Fourth Edition|4|2221
Land Leeches|Fourth Edition|4|2222
Ley Druid|Fourth Edition|4|2223
Lifeforce|Fourth Edition|4|2224
Lifelace|Fourth Edition|4|2225
Living Artifact|Fourth Edition|4|2226
Living Lands|Fourth Edition|4|2227
Llanowar Elves|Fourth Edition|4|2228
Lure|Fourth Edition|4|2229
Marsh Viper|Fourth Edition|4|2230
Nafs Asp|Fourth Edition|4|2231
Pradesh Gypsies|Fourth Edition|4|2232
Radjan Spirit|Fourth Edition|4|2233
Rebirth|Fourth Edition|4|2234
Regeneration|Fourth Edition|4|2235
Sandstorm|Fourth Edition|4|2236
Scryb Sprites|Fourth Edition|4|2237
Shanodin Dryads|Fourth Edition|4|2238
Stream of Life|Fourth Edition|4|2239
Sylvan Library|Fourth Edition|4|2240
Thicket Basilisk|Fourth Edition|4|2241
Timber Wolves|Fourth Edition|4|2242
Titania's Song|Fourth Edition|4|2243
Tranquility|Fourth Edition|4|2244
Tsunami|Fourth Edition|4|2245
Untamed Wilds|Fourth Edition|4|2246
Venom|Fourth Edition|4|2247
Verduran Enchantress|Fourth Edition|4|2248
Wall of Brambles|Fourth Edition|4|2249
Wall of Ice|Fourth Edition|4|2250
Wall of Wood|Fourth Edition|4|2251
Wanderlust|Fourth Edition|4|2252
War Mammoth|Fourth Edition|4|2253
Web|Fourth Edition|4|2254
Whirling Dervish|Fourth Edition|4|2255
Wild Growth|Fourth Edition|4|2256
Winter Blast|Fourth Edition|4|2257
Ali Baba|Fourth Edition|4|2258
Ball Lightning|Fourth Edition|4|2259
Bird Maiden|Fourth Edition|4|2260
Blood Lust|Fourth Edition|4|2261
Brothers of Fire|Fourth Edition|4|2262
Burrowing|Fourth Edition|4|2263
Cave People|Fourth Edition|4|2264
Chaoslace|Fourth Edition|4|2265
Crimson Manticore|Fourth Edition|4|2266
Detonate|Fourth Edition|4|2267
Disintegrate|Fourth Edition|4|2268
Dragon Whelp|Fourth Edition|4|2269
Dwarven Warriors|Fourth Edition|4|2270
Earth Elemental|Fourth Edition|4|2271
Earthquake|Fourth Edition|4|2272
Eternal Warrior|Fourth Edition|4|2273
Fire Elemental|Fourth Edition|4|2274
Fireball|Fourth Edition|4|2275
Firebreathing|Fourth Edition|4|2276
Fissure|Fourth Edition|4|2277
Flashfires|Fourth Edition|4|2278
Giant Strength|Fourth Edition|4|2279
Goblin Balloon Brigade|Fourth Edition|4|2280
Goblin King|Fourth Edition|4|2281
Goblin Rock Sled|Fourth Edition|4|2282
Gray Ogre|Fourth Edition|4|2283
Hill Giant|Fourth Edition|4|2284
Hurloon Minotaur|Fourth Edition|4|2285
Hurr Jackal|Fourth Edition|4|2286
Immolation|Fourth Edition|4|2287
Inferno|Fourth Edition|4|2288
Ironclaw Orcs|Fourth Edition|4|2289
Keldon Warlord|Fourth Edition|4|2290
Lightning Bolt|Fourth Edition|4|2291
Magnetic Mountain|Fourth Edition|4|2292
Mana Clash|Fourth Edition|4|2293
Mana Flare|Fourth Edition|4|2294
Manabarbs|Fourth Edition|4|2295
Mons's Goblin Raiders|Fourth Edition|4|2296
Orcish Artillery|Fourth Edition|4|2297
Orcish Oriflamme|Fourth Edition|4|2298
Power Surge|Fourth Edition|4|2299
Pyrotechnics|Fourth Edition|4|2300
Red Elemental Blast|Fourth Edition|4|2301
Shatter|Fourth Edition|4|2302
Shivan Dragon|Fourth Edition|4|2303
Sisters of the Flame|Fourth Edition|4|2304
Smoke|Fourth Edition|4|2305
Stone Giant|Fourth Edition|4|2306
Stone Rain|Fourth Edition|4|2307
Tempest Efreet|Fourth Edition|4|2308
The Brute|Fourth Edition|4|2309
Tunnel|Fourth Edition|4|2310
Uthden Troll|Fourth Edition|4|2311
Wall of Dust|Fourth Edition|4|2312
Wall of Fire|Fourth Edition|4|2313
Wall of Stone|Fourth Edition|4|2314
Winds of Change|Fourth Edition|4|2315
Alabaster Potion|Fourth Edition|4|2316
Amrou Kithkin|Fourth Edition|4|2317
Angry Mob|Fourth Edition|4|2318
Animate Wall|Fourth Edition|4|2319
Armageddon|Fourth Edition|4|2320
Balance|Fourth Edition|4|2321
Benalish Hero|Fourth Edition|4|2322
Black Ward|Fourth Edition|4|2323
Blessing|Fourth Edition|4|2324
Blue Ward|Fourth Edition|4|2325
Brainwash|Fourth Edition|4|2326
Castle|Fourth Edition|4|2327
Circle of Protection: Artifacts|Fourth Edition|4|2328
Circle of Protection: Black|Fourth Edition|4|2329
Circle of Protection: Blue|Fourth Edition|4|2330
Circle of Protection: Green|Fourth Edition|4|2331
Circle of Protection: Red|Fourth Edition|4|2332
Circle of Protection: White|Fourth Edition|4|2333
Conversion|Fourth Edition|4|2334
Crusade|Fourth Edition|4|2335
Death Ward|Fourth Edition|4|2336
Disenchant|Fourth Edition|4|2337
Divine Transformation|Fourth Edition|4|2338
Elder Land Wurm|Fourth Edition|4|2339
Eye for an Eye|Fourth Edition|4|2340
Fortified Area|Fourth Edition|4|2341
Green Ward|Fourth Edition|4|2342
Healing Salve|Fourth Edition|4|2343
Holy Armor|Fourth Edition|4|2344
Holy Strength|Fourth Edition|4|2345
Island Sanctuary|Fourth Edition|4|2346
Karma|Fourth Edition|4|2347
Kismet|Fourth Edition|4|2348
Land Tax|Fourth Edition|4|2349
Mesa Pegasus|Fourth Edition|4|2350
Morale|Fourth Edition|4|2351
Northern Paladin|Fourth Edition|4|2352
Osai Vultures|Fourth Edition|4|2353
Pearled Unicorn|Fourth Edition|4|2354
Personal Incarnation|Fourth Edition|4|2355
Piety|Fourth Edition|4|2356
Pikemen|Fourth Edition|4|2357
Purelace|Fourth Edition|4|2358
Red Ward|Fourth Edition|4|2359
Reverse Damage|Fourth Edition|4|2360
Righteousness|Fourth Edition|4|2361
Samite Healer|Fourth Edition|4|2362
Savannah Lions|Fourth Edition|4|2363
Seeker|Fourth Edition|4|2364
Serra Angel|Fourth Edition|4|2365
Spirit Link|Fourth Edition|4|2366
Swords to Plowshares|Fourth Edition|4|2367
Tundra Wolves|Fourth Edition|4|2368
Visions|Fourth Edition|4|2369
Wall of Swords|Fourth Edition|4|2370
White Knight|Fourth Edition|4|2371
White Ward|Fourth Edition|4|2372
Wrath of God|Fourth Edition|4|2373
Swamp|Fourth Edition|4|2376
Forest|Fourth Edition|4|2379
Strip Mine|Fourth Edition|4|2380
Mountain|Fourth Edition|4|2383
Plains|Fourth Edition|4|2386
Mishra's Factory|Fourth Edition|4|2387
Oasis|Fourth Edition|4|2388
Island|Fourth Edition|4|2391
Aladdin's Ring|Fifth Edition|5|3758
Amulet of Kroog|Fifth Edition|5|3759
Ankh of Mishra|Fifth Edition|5|3760
Ashnod's Altar|Fifth Edition|5|3761
Ashnod's Transmogrant|Fifth Edition|5|3762
Barbed Sextant|Fifth Edition|5|3763
Barl's Cage|Fifth Edition|5|3764
Battering Ram|Fifth Edition|5|3765
Bottle of Suleiman|Fifth Edition|5|3766
Clay Statue|Fifth Edition|5|3767
Clockwork Beast|Fifth Edition|5|3768
Clockwork Steed|Fifth Edition|5|3769
Colossus of Sardia|Fifth Edition|5|3770
Coral Helm|Fifth Edition|5|3771
Crown of the Ages|Fifth Edition|5|3772
Crystal Rod|Fifth Edition|5|3773
Dancing Scimitar|Fifth Edition|5|3774
Diabolic Machine|Fifth Edition|5|3775
Dingus Egg|Fifth Edition|5|3776
Disrupting Scepter|Fifth Edition|5|3777
Dragon Engine|Fifth Edition|5|3778
Elkin Bottle|Fifth Edition|5|3779
Feldon's Cane|Fifth Edition|5|3780
Fellwar Stone|Fifth Edition|5|3781
Feroz's Ban|Fifth Edition|5|3782
Flying Carpet|Fifth Edition|5|3783
Fountain of Youth|Fifth Edition|5|3784
Gauntlets of Chaos|Fifth Edition|5|3785
Glasses of Urza|Fifth Edition|5|3786
Grapeshot Catapult|Fifth Edition|5|3787
Helm of Chatzuk|Fifth Edition|5|3788
Howling Mine|Fifth Edition|5|3789
Infinite Hourglass|Fifth Edition|5|3790
Iron Star|Fifth Edition|5|3791
Ivory Cup|Fifth Edition|5|3792
Jade Monolith|Fifth Edition|5|3793
Jalum Tome|Fifth Edition|5|3794
Jandor's Saddlebags|Fifth Edition|5|3795
Jayemdae Tome|Fifth Edition|5|3796
Jester's Cap|Fifth Edition|5|3797
Joven's Tools|Fifth Edition|5|3798
Library of Leng|Fifth Edition|5|3799
Mana Vault|Fifth Edition|5|3800
Meekstone|Fifth Edition|5|3801
Millstone|Fifth Edition|5|3802
Nevinyrral's Disk|Fifth Edition|5|3803
Obelisk of Undoing|Fifth Edition|5|3804
Ornithopter|Fifth Edition|5|3805
Pentagram of the Ages|Fifth Edition|5|3806
Primal Clay|Fifth Edition|5|3807
Rod of Ruin|Fifth Edition|5|3808
Serpent Generator|Fifth Edition|5|3809
Shapeshifter|Fifth Edition|5|3810
Skull Catapult|Fifth Edition|5|3811
Soul Net|Fifth Edition|5|3812
Tawnos's Weaponry|Fifth Edition|5|3813
The Hive|Fifth Edition|5|3814
Throne of Bone|Fifth Edition|5|3815
Time Bomb|Fifth Edition|5|3816
Urza's Avenger|Fifth Edition|5|3817
Urza's Bauble|Fifth Edition|5|3818
Wall of Spears|Fifth Edition|5|3819
Winter Orb|Fifth Edition|5|3820
Wooden Sphere|Fifth Edition|5|3821
Abyssal Specter|Fifth Edition|5|3822
Animate Dead|Fifth Edition|5|3823
Ashes to Ashes|Fifth Edition|5|3824
Bad Moon|Fifth Edition|5|3825
Black Knight|Fifth Edition|5|3826
Blight|Fifth Edition|5|3827
Bog Imp|Fifth Edition|5|3828
Bog Rats|Fifth Edition|5|3829
Bog Wraith|Fifth Edition|5|3830
Breeding Pit|Fifth Edition|5|3831
Broken Visage|Fifth Edition|5|3832
Carrion Ants|Fifth Edition|5|3833
Cloak of Confusion|Fifth Edition|5|3834
Cursed Land|Fifth Edition|5|3835
Dark Ritual|Fifth Edition|5|3836
Deathgrip|Fifth Edition|5|3837
Derelor|Fifth Edition|5|3838
Drain Life|Fifth Edition|5|3839
Drudge Skeletons|Fifth Edition|5|3840
Erg Raiders|Fifth Edition|5|3841
Evil Eye of Orms-by-Gore|Fifth Edition|5|3842
Evil Presence|Fifth Edition|5|3843
Fallen Angel|Fifth Edition|5|3844
Fear|Fifth Edition|5|3845
Frozen Shade|Fifth Edition|5|3846
Funeral March|Fifth Edition|5|3847
Gloom|Fifth Edition|5|3848
Greater Werewolf|Fifth Edition|5|3849
Hecatomb|Fifth Edition|5|3850
Howl from Beyond|Fifth Edition|5|3851
Initiates of the Ebon Hand|Fifth Edition|5|3852
Kjeldoran Dead|Fifth Edition|5|3853
Knight of Stromgald|Fifth Edition|5|3854
Krovikan Fetish|Fifth Edition|5|3855
Leshrac's Rite|Fifth Edition|5|3856
Lord of the Pit|Fifth Edition|5|3857
Lost Soul|Fifth Edition|5|3858
Mind Ravel|Fifth Edition|5|3859
Mind Warp|Fifth Edition|5|3860
Mindstab Thrull|Fifth Edition|5|3861
Mole Worms|Fifth Edition|5|3862
Murk Dwellers|Fifth Edition|5|3863
Necrite|Fifth Edition|5|3864
Necropotence|Fifth Edition|5|3865
Nether Shadow|Fifth Edition|5|3866
Nightmare|Fifth Edition|5|3867
Paralyze|Fifth Edition|5|3868
Pestilence|Fifth Edition|5|3869
Pit Scorpion|Fifth Edition|5|3870
Plague Rats|Fifth Edition|5|3871
Pox|Fifth Edition|5|3872
Rag Man|Fifth Edition|5|3873
Raise Dead|Fifth Edition|5|3874
Scathe Zombies|Fifth Edition|5|3875
Sengir Autocrat|Fifth Edition|5|3876
Sorceress Queen|Fifth Edition|5|3877
Stromgald Cabal|Fifth Edition|5|3878
Terror|Fifth Edition|5|3879
The Wretched|Fifth Edition|5|3880
Thrull Retainer|Fifth Edition|5|3881
Torture|Fifth Edition|5|3882
Touch of Death|Fifth Edition|5|3883
Unholy Strength|Fifth Edition|5|3884
Vampire Bats|Fifth Edition|5|3885
Wall of Bone|Fifth Edition|5|3886
Warp Artifact|Fifth Edition|5|3887
Weakness|Fifth Edition|5|3888
Xenic Poltergeist|Fifth Edition|5|3889
Zombie Master|Fifth Edition|5|3890
Æther Storm|Fifth Edition|5|3891
Air Elemental|Fifth Edition|5|3892
Anti-Magic Aura|Fifth Edition|5|3893
Azure Drake|Fifth Edition|5|3894
Binding Grasp|Fifth Edition|5|3895
Boomerang|Fifth Edition|5|3896
Brainstorm|Fifth Edition|5|3897
Counterspell|Fifth Edition|5|3898
Dance of Many|Fifth Edition|5|3899
Dandân|Fifth Edition|5|3900
Dark Maze|Fifth Edition|5|3901
Deflection|Fifth Edition|5|3902
Drain Power|Fifth Edition|5|3903
Energy Flux|Fifth Edition|5|3904
Enervate|Fifth Edition|5|3905
Feedback|Fifth Edition|5|3906
Flight|Fifth Edition|5|3907
Flood|Fifth Edition|5|3908
Force Spike|Fifth Edition|5|3909
Forget|Fifth Edition|5|3910
Gaseous Form|Fifth Edition|5|3911
Glacial Wall|Fifth Edition|5|3912
Homarid Warrior|Fifth Edition|5|3913
Hurkyl's Recall|Fifth Edition|5|3914
Hydroblast|Fifth Edition|5|3915
Juxtapose|Fifth Edition|5|3916
Krovikan Sorcerer|Fifth Edition|5|3917
Labyrinth Minotaur|Fifth Edition|5|3918
Leviathan|Fifth Edition|5|3919
Lifetap|Fifth Edition|5|3920
Lord of Atlantis|Fifth Edition|5|3921
Magical Hack|Fifth Edition|5|3922
Magus of the Unseen|Fifth Edition|5|3923
Memory Lapse|Fifth Edition|5|3924
Merfolk of the Pearl Trident|Fifth Edition|5|3925
Mind Bomb|Fifth Edition|5|3926
Phantasmal Forces|Fifth Edition|5|3927
Phantasmal Terrain|Fifth Edition|5|3928
Phantom Monster|Fifth Edition|5|3929
Pirate Ship|Fifth Edition|5|3930
Portent|Fifth Edition|5|3931
Power Sink|Fifth Edition|5|3932
Prodigal Sorcerer|Fifth Edition|5|3933
Psychic Venom|Fifth Edition|5|3934
Ray of Command|Fifth Edition|5|3935
Recall|Fifth Edition|5|3936
Reef Pirates|Fifth Edition|5|3937
Remove Soul|Fifth Edition|5|3938
Sea Serpent|Fifth Edition|5|3939
Sea Spirit|Fifth Edition|5|3940
Sea Sprite|Fifth Edition|5|3941
Seasinger|Fifth Edition|5|3942
Segovian Leviathan|Fifth Edition|5|3943
Sibilant Spirit|Fifth Edition|5|3944
Sleight of Mind|Fifth Edition|5|3945
Soul Barrier|Fifth Edition|5|3946
Spell Blast|Fifth Edition|5|3947
Stasis|Fifth Edition|5|3948
Steal Artifact|Fifth Edition|5|3949
Time Elemental|Fifth Edition|5|3950
Twiddle|Fifth Edition|5|3951
Unstable Mutation|Fifth Edition|5|3952
Unsummon|Fifth Edition|5|3953
Updraft|Fifth Edition|5|3954
Vodalian Soldiers|Fifth Edition|5|3955
Wall of Air|Fifth Edition|5|3956
Wind Spirit|Fifth Edition|5|3957
Zephyr Falcon|Fifth Edition|5|3958
Zur's Weirding|Fifth Edition|5|3959
An-Havva Constable|Fifth Edition|5|3960
Aspect of Wolf|Fifth Edition|5|3961
Aurochs|Fifth Edition|5|3962
Birds of Paradise|Fifth Edition|5|3963
Carapace|Fifth Edition|5|3964
Cat Warriors|Fifth Edition|5|3965
Chub Toad|Fifth Edition|5|3966
Cockatrice|Fifth Edition|5|3967
Craw Giant|Fifth Edition|5|3968
Craw Wurm|Fifth Edition|5|3969
Crumble|Fifth Edition|5|3970
Desert Twister|Fifth Edition|5|3971
Durkwood Boars|Fifth Edition|5|3972
Elder Druid|Fifth Edition|5|3973
Elven Riders|Fifth Edition|5|3974
Elvish Archers|Fifth Edition|5|3975
Fog|Fifth Edition|5|3976
Force of Nature|Fifth Edition|5|3977
Foxfire|Fifth Edition|5|3978
Fungusaur|Fifth Edition|5|3979
Fyndhorn Elder|Fifth Edition|5|3980
Ghazbán Ogre|Fifth Edition|5|3981
Giant Growth|Fifth Edition|5|3982
Giant Spider|Fifth Edition|5|3983
Grizzly Bears|Fifth Edition|5|3984
Hungry Mist|Fifth Edition|5|3985
Hurricane|Fifth Edition|5|3986
Instill Energy|Fifth Edition|5|3987
Ironroot Treefolk|Fifth Edition|5|3988
Johtull Wurm|Fifth Edition|5|3989
Killer Bees|Fifth Edition|5|3990
Ley Druid|Fifth Edition|5|3991
Lhurgoyf|Fifth Edition|5|3992
Lifeforce|Fifth Edition|5|3993
Living Artifact|Fifth Edition|5|3994
Living Lands|Fifth Edition|5|3995
Llanowar Elves|Fifth Edition|5|3996
Lure|Fifth Edition|5|3997
Marsh Viper|Fifth Edition|5|3998
Nature's Lore|Fifth Edition|5|3999
Pradesh Gypsies|Fifth Edition|5|4000
Primal Order|Fifth Edition|5|4001
Rabid Wombat|Fifth Edition|5|4002
Radjan Spirit|Fifth Edition|5|4003
Regeneration|Fifth Edition|5|4004
Scaled Wurm|Fifth Edition|5|4005
Scavenger Folk|Fifth Edition|5|4006
Scryb Sprites|Fifth Edition|5|4007
Shanodin Dryads|Fifth Edition|5|4008
Shrink|Fifth Edition|5|4009
Stampede|Fifth Edition|5|4010
Stream of Life|Fifth Edition|5|4011
Sylvan Library|Fifth Edition|5|4012
Tarpan|Fifth Edition|5|4013
Thicket Basilisk|Fifth Edition|5|4014
Titania's Song|Fifth Edition|5|4015
Tranquility|Fifth Edition|5|4016
Tsunami|Fifth Edition|5|4017
Untamed Wilds|Fifth Edition|5|4018
Venom|Fifth Edition|5|4019
Verduran Enchantress|Fifth Edition|5|4020
Wall of Brambles|Fifth Edition|5|4021
Wanderlust|Fifth Edition|5|4022
War Mammoth|Fifth Edition|5|4023
Whirling Dervish|Fifth Edition|5|4024
Wild Growth|Fifth Edition|5|4025
Winter Blast|Fifth Edition|5|4026
Wolverine Pack|Fifth Edition|5|4027
Wyluli Wolf|Fifth Edition|5|4028
Ambush Party|Fifth Edition|5|4029
Atog|Fifth Edition|5|4030
Ball Lightning|Fifth Edition|5|4031
Bird Maiden|Fifth Edition|5|4032
Blood Lust|Fifth Edition|5|4033
Brassclaw Orcs|Fifth Edition|5|4034
Brothers of Fire|Fifth Edition|5|4035
Cave People|Fifth Edition|5|4036
Conquer|Fifth Edition|5|4037
Crimson Manticore|Fifth Edition|5|4038
Detonate|Fifth Edition|5|4039
Disintegrate|Fifth Edition|5|4040
Dwarven Catapult|Fifth Edition|5|4041
Dwarven Soldier|Fifth Edition|5|4042
Dwarven Warriors|Fifth Edition|5|4043
Earthquake|Fifth Edition|5|4044
Errantry|Fifth Edition|5|4045
Eternal Warrior|Fifth Edition|5|4046
Fire Drake|Fifth Edition|5|4047
Fireball|Fifth Edition|5|4048
Firebreathing|Fifth Edition|5|4049
Flame Spirit|Fifth Edition|5|4050
Flare|Fifth Edition|5|4051
Flashfires|Fifth Edition|5|4052
Game of Chaos|Fifth Edition|5|4053
Giant Strength|Fifth Edition|5|4054
Goblin Digging Team|Fifth Edition|5|4055
Goblin Hero|Fifth Edition|5|4056
Goblin King|Fifth Edition|5|4057
Goblin War Drums|Fifth Edition|5|4058
Goblin Warrens|Fifth Edition|5|4059
Hill Giant|Fifth Edition|5|4060
Hurloon Minotaur|Fifth Edition|5|4061
Imposing Visage|Fifth Edition|5|4062
Incinerate|Fifth Edition|5|4063
